WKT,name,description
"POLYGON ((77.0369077 28.4284428, 77.0351558 28.4282406, 77.0266586 28.4262592, 77.0258003 28.4262215, 77.0241695 28.4264857, 77.0218735 28.4277689, 77.0214229 28.4284859, 77.0200925 28.4294106, 77.0191269 28.4276745, 77.0192986 28.4265989, 77.0199423 28.425995, 77.0184617 28.4237117, 77.0166959 28.4198091, 77.0137119 28.4221872, 77.0117271 28.4190073, 77.0117486 28.4174504, 77.0117378 28.4154971, 77.0148921 28.4155537, 77.0155788 28.415214, 77.0089269 28.4010398, 77.015965 28.4007378, 77.0308137 28.4005868, 77.0402551 28.4012663, 77.0445486 28.401084, 77.0369077 28.4284428))",New Sparse Area,
