WKT,name,description
"POLYGON ((77.0251972 28.4706256, 77.0306903 28.3872954, 77.116006 28.3913729, 77.115491 28.409644, 77.1307689 28.4111539, 77.1232158 28.4899391, 77.0251972 28.4706256))",Study Area,
